date,z47_float,z47_mcap,n500_indexed,n500_abs
2026-02-23,117.490004,117.490004,120.9417,23484.95
2026-02-24,114.824556,114.824556,120.013,23304.6
2026-02-25,115.595633,115.595633,120.5238,23403.8
2026-02-26,115.7078,115.7078,120.754,23448.5
2026-02-27,114.428561,114.428561,119.3036,23166.85
2026-03-02,111.884771,111.884771,117.5995,22835.95
2026-03-03,111.749615,111.749615,117.5995,22835.95
2026-03-04,110.74581,110.74581,115.405,22409.8
2026-03-05,111.787217,111.787217,116.8881,22697.8
2026-03-06,110.445324,110.445324,115.7732,22481.3
2026-03-09,108.845513,108.845513,113.5858,22056.55
2026-03-10,109.686993,109.686993,115.0607,22342.95
2026-03-11,108.298159,108.298159,113.5124,22042.3
2026-03-12,107.474498,107.474498,112.7668,21897.5
2026-03-13,105.799197,105.799197,110.1594,21391.2
2026-03-16,106.503792,106.503792,110.7136,21498.8
2026-03-17,108.025564,108.025564,111.5916,21669.3
2026-03-18,111.114945,111.114945,112.8692,21917.4
2026-03-19,107.832217,107.832217,109.3077,21225.8
2026-03-20,108.883764,108.883764,109.8335,21327.9
2026-03-23,105.618115,105.618115,106.4158,20664.25
2026-03-24,107.860698,107.860698,108.4899,21067.0
2026-03-25,109.27371,109.27371,110.6075,21478.2
2026-03-26,109.350405,109.350405,110.6075,21478.2
2026-03-27,107.557152,107.557152,108.2486,21020.15
2026-03-30,104.403305,104.403305,105.7144,20528.05
2026-03-31,104.440404,104.440404,105.7144,20528.05
2026-04-01,107.137778,107.137778,107.8109,20935.15
2026-04-02,107.411469,107.411469,107.8274,20938.35
2026-04-06,108.811178,108.811178,109.1442,21194.05
2026-04-07,108.579394,108.579394,109.6715,21296.45
2026-04-08,113.281956,113.281956,114.0006,22137.1
2026-04-09,113.762172,113.762172,113.4877,22037.5
2026-04-10,115.376627,115.376627,115.0803,22346.75
2026-04-13,114.382793,114.382793,114.2167,22179.05
2026-04-14,114.422998,114.422998,114.2167,22179.05
2026-04-15,117.325126,117.325126,116.3615,22595.55
2026-04-16,118.753464,118.753464,116.6744,22656.3
2026-04-17,120.294696,120.294696,117.7718,22869.4
2026-04-20,120.123385,120.123385,117.7533,22865.8
2026-04-21,122.102666,122.102666,118.6624,23042.35
2026-04-22,122.675044,122.675044,118.4006,22991.5
2026-04-23,121.644741,121.644741,117.4703,22810.85
2026-04-24,121.006363,121.006363,116.2302,22570.05
2026-04-27,121.500898,121.500898,117.5246,22821.4
2026-04-28,121.068656,121.068656,117.2373,22765.6
2026-04-29,120.000949,120.000949,117.78,22871.0
2026-04-30,119.349616,119.349616,116.8147,22683.55
2026-05-01,119.641511,119.641511,116.8147,22683.55
2026-05-04,121.448127,121.448127,117.5728,22830.75
2026-05-05,120.407188,120.407188,117.4569,22808.25
2026-05-06,121.482287,121.482287,119.1313,23133.4
2026-05-07,122.620557,122.620557,119.5464,23214.0
2026-05-08,122.03511,122.03511,119.0399,23115.65
2026-05-11,120.313739,120.313739,117.3925,22795.75
2026-05-12,116.505893,116.505893,114.839,22299.9
2026-05-13,116.487431,116.487431,115.2379,22377.35
2026-05-14,117.746567,117.746567,116.4519,22613.1
2026-05-15,117.570384,117.570384,116.0299,22531.15
2026-05-18,117.026995,117.026995,115.6689,22461.05
2026-05-19,118.776526,118.776526,115.9815,22521.75
2026-05-20,119.110984,119.110984,116.2719,22578.15
2026-05-21,118.717843,118.717843,116.3991,22602.85
2026-05-22,118.667475,118.667475,116.6486,22651.3
2026-05-25,119.095945,119.095945,118.081,22929.45
2026-05-26,119.689844,119.689844,117.915,22897.2
2026-05-27,120.474225,120.474225,118.2765,22967.4
2026-05-28,120.594974,120.594974,118.2765,22967.4
2026-05-29,119.06864,119.06864,116.678,22657.0
2026-06-01,118.302342,118.302342,115.5499,22437.95
2026-06-02,118.504083,118.504083,115.9781,22521.1
2026-06-03,117.147684,117.147684,115.6215,22451.85
2026-06-04,117.108421,117.108421,115.8576,22497.7
2026-06-05,117.250257,117.250257,115.691,22465.35
2026-06-08,115.323246,115.323246,114.1891,22173.7
2026-06-09,116.586306,116.586306,115.2008,22370.15
2026-06-10,115.59474,115.59474,114.4989,22233.85
2026-06-11,114.57344,114.57344,113.884,22114.45
2026-06-12,117.69444,117.69444,116.3834,22599.8
2026-06-15,120.032543,120.032543,116.3834,22599.8
2026-06-16,119.996558,119.996558,118.4302,22997.25
